Mount Sinai Health System,Healthcare Provider,"['Acupuncture', 'Adolescent Medicine', 'Allergy and Immunology', 'Anesthesiology', 'Breast Cancer', 'Cancer (Oncology)', 'Cardiology', 'Cardiovascular Surgery', 'Dentistry', 'Ear', 'Nose', 'Throat (Otolaryngology)', 'Endocrinology', 'Diabetes and Metabolism', 'Gastroenterology', 'Genetics and Genomics', 'Geriatric Medicine', 'Hematology', 'Infectious Disease', 'Internal Medicine', 'Nephrology', 'Neurological/Neurosurgery', 'Neurology', 'Obstetrics and Gynecology', 'Occupational Medicine', 'Ophthalmology', 'Orthopaedic Surgery', 'Pain Management', 'Pediatrics', 'Plastic and Reconstructive Surgery', 'Podiatry', 'Preventive Medicine', 'Primary Care (Internal Medicine)', 'Psychology-PhD', 'Pulmonology', 'Radiology', 'Rehabilitation and Physical Medicine', 'Rheumatology', 'Spine', 'Surgery', 'Transplant', 'Urology']","The Mount Sinai Health System is a comprehensive healthcare provider based in New York City, encompassing a wide range of services including hospitals, urgent care centers, and specialty clinics. It offers an extensive array of medical specialties catering to diverse health needs, such as cancer treatment, cardiology, orthopedics, and surgery. The system is recognized for its commitment to patient care, education, and research, and it leverages advanced technology and a team of over 7,400 primary care physicians and specialists to deliver high-quality healthcare services. Mount Sinai also emphasizes diversity, equity, inclusion, and innovation in its approach to improving health outcomes for the diverse communities it serves.",none,https://www.mountsinai.org/
,,,,,
,,,,,
,,,,,
,,,,,
Neonode Inc.,Tech,"['Optical sensing technologies', 'touchless interaction', 'object detection', 'infrared touch technology', 'machine perception.']","Neonode Inc. specializes in cutting-edge optical sensing technologies that facilitate touchless interaction and machine perception, transforming human-to-machine interactions. The company offers innovative solutions such as infrared touch technology, enabling any surface to function as a touch-sensitive interface, and advanced object detection capabilities to maintain operational integrity in various environments. Their products include driver and in-cabin monitoring systems for improved road safety, contactless elevator controls, and responsive digital kiosks. Neonode's technologies are integrated into over 90 million products globally, catering to sectors like automotive and healthcare, exemplified by their collaborations with companies like 7-Eleven and Hamad International Airport. Additionally, they will be showcasing their latest developments at CES 2025.",none,https://www.neonode.com
Massachusetts General Hospital (Mass General Cancer Center),Healthcare Provider,"['Cancer care', 'medical research', 'clinical trials', 'patient education', 'supportive care']","Massachusetts General Hospital, a top-ranked healthcare provider, operates the Mass General Cancer Center, which offers expert care for all types of cancer, including rare and complex cases. The center is equipped with the latest treatment options and technologies, such as targeted therapies, immunotherapies, and the only proton therapy site in New England. Collaborating with a team of specialists—including medical oncologists, radiation oncologists, and surgeons—Mass General Cancer Center is committed to providing compassionate, team-based, and personalized care. The hospital also engages in extensive medical research and offers educational resources for patients and their families navigating the cancer journey.",none,https://www.massgeneral.org/cancer/
Rock the Vote,Non-Profit Group,"['Voter registration', 'political engagement for young people', 'democracy education']","Rock the Vote is a nonpartisan nonprofit organization dedicated to building the political power of young people. For over 30 years, it has revolutionized the use of pop culture, music, art, and technology to engage young people in politics and empower them to participate actively in democracy. The organization provides services such as voter registration, election reminders, FAQs, and community partnership opportunities, ensuring that youth have the resources and support needed to engage in the democratic process.",none,https://www.rockthevote.org/
,,,,,
"RosmanSearch, Inc.",Recruitment,['Recruiting Services'],"RosmanSearch, Inc. is a recruitment company that specializes in providing targeted recruitment services to clients in need of top talent in various sectors. With a proven track record, the company focuses on delivering results by matching qualified candidates with employers. Their services likely include candidate sourcing, screening, and placement, tailored to meet the specific needs of their clients in the healthcare sector and beyond.",none,https://www.rosmansearch.com/
,,,,,
,,,,,https://wi-hpc.org/
,,,,,
"Nonin Medical, Inc.",Medical Device,"['Pulse Oximetry', 'Regional Oximetry', 'Capnography', 'Sensors']","Nonin Medical, Inc. is a leading provider of noninvasive monitoring solutions, specializing in pulse oximetry and capnography technologies. The company is committed to health equity, providing accessible and accurate blood oxygen monitoring across diverse populations, regardless of skin pigmentation. Their product lineup includes a range of devices such as fingertip oximeters, wrist-worn monitoring solutions, handheld and tabletop devices, and various sensors for clinical and homecare settings. Nonin's innovative technologies, including PureSAT® for precise oximetry measurements in challenging conditions, support healthcare professionals in delivering reliable patient care. The company's solutions are utilized in various settings, including hospitals, clinics, emergency medicine, and homecare, ensuring that healthcare providers can make informed decisions based on accurate data. Nonin also offers OEM solutions, fostering collaborations with over 200 manufacturers to integrate their monitoring technologies into new devices.",None,https://www.nonin.com/
,,,,,
,,,,,
Tonix Pharmaceuticals,Pharmaceutical,"['Central Nervous System Disorders', 'Immunology', 'Infectious Diseases', 'Rare Diseases']","Tonix Pharmaceuticals is a biotechnology company focused on developing innovative medicines to address unmet medical needs across a variety of therapeutic areas. The company has a robust pipeline of product candidates ranging from preclinical stages to preparing for New Drug Application (NDA) submissions. Tonix specializes in treatments for chronic disorders of the central nervous system, autoimmune conditions, organ transplant rejection, infectious diseases (including vaccines for monkeypox and smallpox), and rare diseases that currently lack approved therapies. Additionally, Tonix markets two FDA-approved products for acute migraine treatment in adults. Its pipeline includes both small molecules and biologics, reflecting a commitment to scientific advancements aimed at improving the lives of patients.",none,https://www.tonixpharma.com/
Tonix Pharmaceuticals,Pharmaceutical,"['Central Nervous System disorders', 'Immunology', 'Infectious Disease', 'Rare Disease']","Tonix Pharmaceuticals is a biopharmaceutical company dedicated to developing innovative therapies for a range of challenging health conditions. Their robust pipeline encompasses various therapeutic areas, including central nervous system disorders such as fibromyalgia and cocaine intoxication, immunological conditions related to organ transplant rejection, and infectious diseases targeting pathogens like monkeypox and COVID-19. Tonix markets two FDA-approved products for acute migraine in adults and has a strong focus on advancing investigational new drugs through clinical development stages towards FDA approval. The company engages in collaborations with both academic and governmental organizations to enhance its research and development capabilities.",none,https://www.tonixpharma.com/
YUMAB GmbH,Pharmaceutical,"['Therapeutic antibody discovery', 'antibody engineering', 'antibody humanization', 'high throughput screening', 'in-vitro selection technology', 'contract research']","YUMAB GmbH specializes in the discovery and development of therapeutic antibodies. The company leverages almost 30 years of expertise in antibody research to bridge the gap between target discovery and lead characterization. YUMAB provides a comprehensive discovery platform that includes access to challenging targets, innovative formats, and a high success rate in the development of human antibodies. Their services encompass individually designed contract research projects for the development of fully human antibodies and a range of R&D services focused on antibody engineering. YUMAB is recognized for its human-derived, universal libraries and powerful in-vitro selection technology, making it a trusted partner for biotech and pharma teams globally.",none,http://www.yumab.com
VectorCare,Healthcare IT,"['Patient logistics', 'transportation management', 'home health coordination', 'Durable Medical Equipment (DME) management', 'non-emergency medical transportation', 'real-time data analytics', 'AI scheduling and dispatching.']",,none,https://www.vectorcare.com/
Network Advertising Initiative (NAI),Advertising,"['Digital Advertising', 'Privacy Standards', 'Data Privacy', 'Consumer Opt-Out Solutions']","The Network Advertising Initiative (NAI) is an association that focuses on responsible digital advertising practices, emphasizing consumer privacy and data protection. NAI provides resources and tools for both consumers and businesses regarding digital advertising practices. Its initiatives include various opt-out solutions, educational materials about digital advertising, and the establishment of accountability and compliance standards for its members. The NAI actively engages in public policy discussions and contributes to legislative developments pertaining to data privacy, showcasing its commitment to fostering a transparent and trust-based environment in the advertising sector.",none,https://www.networkadvertising.org/
,,,,,
Keio University School of Medicine,Healthcare Provider,"['Medical education', 'Research', 'Clinical practice']","Keio University School of Medicine is a prominent institution that offers medical education and conducts advanced medical research. Founded in 1917 under the leadership of Dr. Shibasaburo Kitasato, the school integrates basic medical research with clinical applications. It plays a crucial role in the development of medical care in Japan, providing undergraduate and graduate programs, including MD-PhD and master's programs. The institution is recognized for its specialized research centers and its commitment to addressing contemporary medical challenges through innovative studies, collaborations, and cutting-edge medical practices.",1917,https://www.med.keio.ac.jp/en/
Platinum Equity,Finance,"['Private Equity', 'Credit']",,1995,https://www.platinumequity.com/
,,,,,
,,,,,
,,,,,
,,,,,
Gluware,Healthcare,"['Network automation', 'intelligent network configuration', 'compliance checks', 'digital transformation']","Gluware is a leading provider of intelligent network automation solutions designed for the cloud era. As part of the Bain Capital Portfolio, Gluware helps executives across various industries, including healthcare, to automate network configuration changes, perform operating system upgrades at scale, and conduct recurring audit and compliance checks. This results in significant time and cost savings while enhancing operational efficiency. Gluware’s product offerings include applications such as Config Drift and Audit, Device Manager, OS Manager, and Network RPA, all aimed at transforming networking processes. Additionally, Gluware's solutions support a multi-cloud environment and integrate with platforms like Cisco ACI, Cisco Meraki, and Cisco SD-WAN.",None,https://www.gluware.com/
,,,,,
"BGC Group, Inc.",Finance,"['Trade execution', 'broker-dealer services', 'clearing', 'processing', 'information services', 'financial technology solutions', 'market data', 'and analytics.']","BGC Group, headquartered in London and New York, is a pioneering global brokerage and financial technology company that services the financial markets. The company provides a diverse array of services, including trade execution and broker-dealer services, alongside over 200 financial products such as fixed income securities, interest rate swaps, foreign exchange, equities, equity derivatives, credit derivatives, commodities, futures, and structured products. Serving a wide customer base that encompasses some of the world's largest banks, trading firms, hedge funds, and investment firms, BGC distinguishes itself through its strategic investment in technology and a commitment to recruiting top-tier talent, enhancing its position in the complex financial landscape.",2004,http://www.bgcpartners.com/
한국유방암학회 (Korean Breast Cancer Society),Association,"['Breast cancer research', 'education', 'clinical guidelines', 'and support for breast cancer survivors']","The Korean Breast Cancer Society is an association dedicated to advancing the understanding and treatment of breast cancer. The organization focuses on research, education, and the dissemination of clinical guidelines and survivor resources. It provides publications such as the Journal of Breast Cancer, organizes academic programs, and conducts webinars on various topics related to breast cancer management. Additionally, the society supports young researchers in the field, enhances the quality of breast cancer care in Korea, and engages in community outreach through initiatives such as the PINK LETTER newsletter and various educational programs.",None,http://www.kbcs.or.kr/
,,,,,http://medicine.ulsan.ac.kr/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Palantir,Tech,['None'],"Palantir is a technology company that specializes in big data analytics and software development. Their primary products include Palantir Foundry and Palantir Gotham, which are designed to assist organizations in integrating, analyzing, and visualizing large amounts of data to improve decision-making processes. Palantir focuses on serving sectors like government, finance, and healthcare, providing tools that help organizations leverage their data to drive insights and enhance operational efficiency.",None,https://www.palantir.com
Takara Holdings Inc.,Healthcare Provider,"['Healthcare services', 'Consumer health products']","Takara Holdings Inc. is a leading company in the healthcare industry that specializes in providing a range of healthcare services and consumer health products. It aims to improve the overall well-being of individuals by delivering innovative solutions and quality products tailored to meet the needs of its customers. The company emphasizes sustainability and social responsibility, highlighting its commitment to creating a healthier society. Through its various offerings, Takara Holdings Inc. strives to maintain a high standard of healthcare while also fostering community development.",None,http://www.takara.co.jp/
Briggs & Stratton,Manufacturing,"['Lawn mower engines', 'backup power solutions', 'outdoor power equipment', 'energy storage', 'pressure washers']","Briggs & Stratton is a well-established company with over 110 years of experience, recognized as the world's largest small engine producer. The company specializes in manufacturing high-quality outdoor power equipment, including engines for lawn mowers, backup generators, and pressure washers. With a focus on innovation and technology, Briggs & Stratton offers various products and services designed for both residential and commercial use. Their customer support includes owner assistance, maintenance guides, and an extensive service network, ensuring their products operate at peak performance. The company's commitment to quality is backed by a wide range of genuine parts and accessories designed to last longer than generic alternatives.",None,https://www.briggsandstratton.com
,,,,,https://www.cga.edu/
,,,,,
Capital Cardiology Associates,Healthcare Provider,"['Cardiac care', 'diagnostic imaging', 'cardiac rehabilitation', 'chronic disease management']","Capital Cardiology Associates (CCA) provides a comprehensive range of services in the treatment of cardiovascular disease, catering to patients throughout the Capital Region. Established by the merger of two separate practices in Albany and Troy, CCA offers innovative care through over 35 board-certified cardiologists and a team of advanced practitioners and healthcare professionals. Their services include diagnostic, interventional, surgical, therapeutic, and preventative measures to address various cardiac conditions. CCA also operates Enhanced Cardiac Access clinics, providing same-day evaluations for potential cardiac symptoms. The organization emphasizes patient engagement through their Patient Portal for efficient communication with healthcare providers. With locations in Albany, Clifton Park, Niskayuna, and other areas, CCA prioritizes accessible and compassionate cardiac care for the community.",None,https://www.capitalcardiology.com/
XOMA Royalty,Pharmaceutical,"['Biotech royalty aggregation', 'royalty acquisition', 'pre-commercial therapeutic assets']","XOMA Royalty is a biotech royalty aggregator that plays a unique role in helping biotech companies achieve their goals of improving human health. The company acquires the economic rights to future milestone and royalty payments associated with partnered pre-commercial clinical candidates. In return, the seller receives non-dilutive, non-recourse funding to advance their internal drug candidate(s). XOMA Royalty has an expansive portfolio of licenses providing rights to future potential royalty and milestone payments, while actively acquiring rights to pre-commercial therapeutic assets being developed by pharmaceutical and biotech companies. The company uses a portfolio approach for acquisitions, mitigating single-asset binary exposure, and operates under a capital-efficient structure aimed at delivering shareholder value.",none,https://www.xoma.com/
IP2Location,Tech,['IP Geolocation'],"IP2Location is a technology company specializing in IP geolocation services. They provide products and services that help businesses understand the geographical location of their website visitors through IP address tracking. This technology is crucial for enhancing online security, customizing content based on location, and ensuring compliance with regional regulations. IP2Location's tools are widely used across various industries to optimize user experience and improve digital marketing strategies.",none,https://renalogic.com/
,,,,,
Monroe Capital LLC,Finance,"['Private credit markets', 'direct lending', 'technology finance', 'venture debt', 'alternative credit', 'structured credit', 'real estate', 'equity']","Monroe Capital LLC is a premier asset management firm specializing in private credit markets across various strategies, including direct lending, technology finance, venture debt, alternative credit, structured credit, real estate, and equity. Since its founding in 2004, the firm has been providing capital solutions to clients in the U.S. and Canada. Monroe Capital prides itself on being a value-added partner to business owners, management teams, as well as private equity and independent sponsors. Their platform offers a wide variety of investment products aimed at institutional and high net worth investors, focusing on generating high-quality “alpha” returns, regardless of business or economic cycles.",2004,https://www.monroecap.com/
none,none,['none'],none,none,https://www.pref.osaka.lg.jp/en/
Optimize Health,Healthcare IT,"['Chronic Disease Management', 'Remote Patient Monitoring', 'Chronic Care Management']","Optimize Health is a healthcare technology company dedicated to enhancing patient outcomes through innovative solutions designed for chronic disease management. The company specializes in remote patient monitoring (RPM) and chronic care management (CCM), aiming to provide accessible, patient-centered care by utilizing technology to collect real-time data from connected devices. Their platform enables healthcare providers to streamline workflows, improve patient engagement, reduce staff burnout, and generate predictable revenue through efficient management of chronic conditions such as hypertension, diabetes, and COPD. Through partnerships and expert support, Optimize Health assists medical organizations in implementing tailored solutions that align with their specific needs and challenges, ultimately transforming patient experiences in the healthcare ecosystem.",None,https://www.optimize.health/
菱洋エレクトロ株式会社 (Ryoyo Electro Corporation),Electronics,"['Semiconductor products', 'Medical healthcare solutions', 'ICT (Information and Communication Technology)', 'IoT (Internet of Things)', 'M2M (Machine to Machine) solutions']","菱洋エレクトロ株式会社, established in 1961, is a specialized trading company focusing on semiconductor products. Over its half-century history, the company aims to become a leader in providing solutions with high added value while solving clients’ challenges promptly and effectively. The company offers a range of products and services in various sectors including medical healthcare solutions, ICT, and IoT, striving to enhance corporate value and implement innovative technologies that connect individuals, products, information, and companies in a smart society.",1961,http://www.ryoyo.co.jp/
Utsunomiya City,Government,"['Public service', 'community development', 'citizen engagement', 'local healthcare promotion', 'and public welfare.']","Utsunomiya City is a local government entity focused on promoting the welfare and health of its citizens. It organizes various public services and initiatives aimed at community development and enhances citizen engagement in healthcare and local governance. The city promotes local healthcare resources and services, ensuring public access to necessary health information and support. Additionally, Utsunomiya City collaborates with various organizations to enhance the quality of life for its residents through various programs and outreach efforts focused on health and well-being.",None,https://www.city.utsunomiya.tochigi.jp
,,,,,
,,,,,
Lifebit,Healthcare IT,"['Genomics', 'Healthcare', 'Data Federation', 'Trusted Research Environment', 'Bioinformatics']","Lifebit is a global leader in genomics and health data software, dedicated to revolutionizing bioinformatics and biomedical data analysis. The company's mission focuses on solving the most challenging problems in precision medicine by making access to biomedical data easier for research and healthcare applications. Lifebit offers a comprehensive platform known as Lifebit CloudOS, which provides end-to-end solutions for large-scale clinico-genomic programs, enabling organizations to securely leverage sensitive biomedical data. Their services include data transformation, federated data collaborations, and real-time insights through AI, facilitating advanced research in life sciences and healthcare. Additionally, Lifebit collaborates with various healthcare entities and organizations, fostering innovation and ensuring improved patient outcomes through its technology.",none,https://lifebit.ai/
,,,,,
,,,,,
,,,,,
None,None,['None'],None,None,https://www.ntn.co.jp/english/
,,,,,https://world.maxandco.com/
"Topcon Healthcare, Inc.",Digital Health Venture,"['Digital healthcare solutions', 'Eye health diagnostics', 'AI models for imaging data']",,none,https://www.topconhealth.com
,,,,,
Mount Sinai Health System,Healthcare Provider,"['Acupuncture', 'Adolescent Medicine', 'Allergy and Immunology', 'Anesthesiology', 'Breast Cancer', 'Cancer (Oncology)', 'Cardiology', 'Cardiovascular Surgery', 'Dentistry', 'Ear', 'Nose', 'Throat (Otolaryngology)', 'Endocrinology', 'Diabetes and Metabolism', 'Gastroenterology', 'Genetics and Genomics', 'Geriatric Medicine', 'Hematology', 'Infectious Disease', 'Internal Medicine', 'Nephrology', 'Neurological/Neurosurgery', 'Neurology', 'Obstetrics and Gynecology', 'Occupational Medicine', 'Ophthalmology', 'Orthopaedic Surgery', 'Pain Management', 'Pediatrics', 'Plastic and Reconstructive Surgery', 'Podiatry', 'Preventive Medicine', 'Primary Care', 'Psychology', 'Pulmonology/Sleep Medicine', 'Radiology', 'Rehabilitation and Physical Medicine', 'Rheumatology', 'Spine', 'Surgery', 'Transplant', 'Urology.']","The Mount Sinai Health System is a prominent healthcare provider in New York City, known for its comprehensive range of services and specialties. It operates multiple hospitals, including The Mount Sinai Hospital and Mount Sinai Queens, as well as various outpatient locations, urgent care facilities, and specialty centers. The system emphasizes patient-centered care, offering services in critical fields such as cancer treatment, cardiology, neurology, and obstetrics. It is also involved in medical education and research through the Icahn School of Medicine, focusing on advancing multidisciplinary healthcare practices. Mount Sinai is recognized for its commitment to diversity, equity, and inclusion, making strides in enhancing healthcare access and outcomes for a diverse patient population.",None,https://www.mountsinai.org/
Prealize Health,Healthcare IT,"['Predictive Analytics', 'Proactive Healthcare', 'AI-powered insights']","Prealize Health is a leader in predictive analytics within the healthcare industry, offering a highly accurate platform that predicts potential costly care events before they occur. By leveraging advanced AI technology, Prealize enables healthcare organizations to shift from reactive to proactive care delivery. Their services provide unparalleled insights, offering a 4",none,https://www.prealizehealth.com/
Defense Health Agency (DHA),Government,"['Military Health System', 'Health Readiness', 'Medical Services', 'Health Care Improvement', 'Medical Logistics', 'TRICARE Health Plan']",,2013,https://www.health.mil/dha
National Cancer Center Japan,Healthcare Provider,"['Cancer research', 'clinical trials', 'precision medicine', 'cancer control', 'genomics', 'advanced therapeutics']","The National Cancer Center Japan is dedicated to advancing cancer treatment and research. It operates hospitals and research institutes, such as the National Cancer Center Hospital and the National Cancer Center Research Institute. The center focuses on innovative cancer therapies, including precision medicine, and conducts extensive clinical trials to improve patient outcomes. It also collaborates with international health organizations and emphasizes research in cancer prevention and control, aiming to enhance the overall understanding and treatment of cancer.",none,https://www.ncc.go.jp/en/
Mercy,Healthcare Provider,"['Family Medicine', 'Internal Medicine', 'OB/GYN', 'Pediatrics', 'Cardiology']","Mercy is a healthcare provider dedicated to transforming the health and wellness of communities across several states including Missouri, Arkansas, Oklahoma, and Kansas. With a history spanning 185 years, Mercy offers a range of services including access to doctors, hospitals, and clinics. It provides patient-centered services through the MyMercy portal, which enables users to schedule appointments, pay bills, view lab results, and more. Mercy focuses on quality care and community benefit, including innovative testing for various health conditions and comprehensive cancer risk assessments. The organization also emphasizes the importance of patient support, educational resources, and community health initiatives.",none,https://www.mercy.net
,,,,,
,,,,,
,,,,,
Best Defense Foundation,Foundation,"['Support for military veterans and their families', 'Battlefield Return Program', 'Education Initiative', 'Stronghold Transition Program']","The Best Defense Foundation is a nonprofit organization dedicated to honoring military veterans and their families by providing unique experiences and support. Its core programs include the Battlefield Return Program, which enables WWII veterans to revisit significant battlefields, allowing them to gain closure and recognition. The foundation also focuses on education through the Best Defense Video Archive, preserving the legacies and sacrifices of WWII veterans for future generations. Additionally, the Stronghold Transition Program assists recently retired Special Forces operators in their transition to civilian life by offering resources, skill development, and individualized support. The organization aims to ensure veterans are recognized and cared for, fulfilling its mission of honoring those who served.",None,https://www.bestdefensefoundation.org/
,,,,,
,,,,,
,,,,,
esellercafe,E-Commerce,['None specified'],"esellercafe is an e-commerce platform designed to facilitate online selling and purchasing experiences. It offers a variety of products and services aimed at consumers looking for convenience and a diverse marketplace. The platform's user-friendly design allows for easy navigation and access to different categories such as events, shops, patterns, and themes, providing a comprehensive online shopping experience.",None,https://www.cesenacalcio.it/
none,none,['none'],none,none,https://www.cenegenics.com/
,,,,,
